1;35;25;4;1069;4861202.50000
1;35;25;5;1070;4876210.00000
1;35;35;1;1057;4732456.50000
1;35;35;2;1061;4775787.50000
1;35;35;4;1068;4859996.50000
1;35;35;5;1072;4906173.00000
15;1;1;1;1062;4774602.50000
15;1;1;2;1066;4811509.50000
15;1;1;4;1072;4892201.50000
15;1;1;5;1074;4913859.00000
15;1;15;1;1049;4657887.50000
15;1;15;2;1055;4753324.50000
15;1;15;4;1064;4853763.50000
15;1;15;5;1068;4907982.00000
15;1;25;1;1051;4671204.50000
15;1;25;2;1055;4760399.00000
15;1;25;4;1064;4866721.00000
15;1;25;5;1069;4910010.50000
15;1;35;1;1050;4673439.50000
15;1;35;2;1055;4742087.00000
15;1;35;4;1064;4867240.50000
15;1;35;5;1069;4902939.00000
15;15;1;1;1051;4685488.50000
15;15;1;2;1056;4744025.00000
15;15;1;4;1065;4782001.00000
15;15;1;5;1070;4840172.50000
15;15;15;1;1054;4681303.00000
15;15;15;2;1061;4784446.00000
15;15;15;4;1069;4879294.00000
15;15;15;5;1071;4896108.50000
15;15;25;1;1053;4699841.00000
15;15;25;2;1060;4807291.00000
15;15;25;4;1069;4911602.50000
15;15;25;5;1068;4873270.50000
15;15;35;1;1053;4715753.00000
15;15;35;2;1058;4780503.00000
15;15;35;4;1066;4880120.00000
15;15;35;5;1069;4908996.50000
15;25;1;1;1051;4707916.00000
15;25;1;2;1057;4762906.50000
15;25;1;4;1065;4794766.50000
15;25;1;5;1067;4810299.00000
15;25;15;1;1055;4652590.00000
15;25;15;2;1060;4744092.50000
15;25;15;4;1068;4821645.50000
15;25;15;5;1070;4846990.00000
15;25;25;1;1055;4709523.50000
15;25;25;2;1061;4788576.00000
15;25;25;4;1068;4857393.50000
15;25;25;5;1070;4874061.50000
15;25;35;1;1054;4702183.00000
15;25;35;2;1060;4788121.50000
15;25;35;4;1068;4885969.50000
15;25;35;5;1070;4907869.50000
15;35;1;1;1051;4740685.00000
15;35;1;2;1056;4770620.00000
15;35;1;4;1067;4838607.00000
15;35;1;5;1070;4856413.00000
15;35;15;1;1054;4651947.50000
15;35;15;2;1060;4737195.50000
15;35;15;4;1066;4792124.00000
15;35;15;5;1071;4837260.00000
15;35;25;1;1055;4693820.50000
15;35;25;2;1061;4776996.50000
15;35;25;4;1066;4833141.00000
15;35;25;5;1070;4855326.00000
15;35;35;1;1056;4727799.50000
15;35;35;2;1061;4780515.50000
15;35;35;4;1068;4871280.50000
15;35;35;5;1071;4884857.00000
25;1;1;1;1069;4826276.50000
25;1;1;2;1073;4856201.00000
25;1;1;4;1077;4930729.50000
25;1;1;5;1079;4927727.00000
25;1;15;1;1049;4669217.50000
25;1;15;2;1055;4752698.50000
25;1;15;4;1064;4863424.00000
25;1;15;5;1068;4911772.00000
25;1;25;1;1049;4649974.50000
25;1;25;2;1054;4736876.50000
25;1;25;4;1064;4867369.50000
25;1;25;5;1066;4889438.00000
25;1;35;1;1050;4658328.00000
25;1;35;2;1055;4757031.50000
25;1;35;4;1063;4846447.00000
25;1;35;5;1067;4897558.00000
25;15;1;1;1052;4670651.00000
25;15;1;2;1057;4727776.50000
25;15;1;4;1065;4819791.50000
25;15;1;5;1069;4821266.50000
25;15;15;1;1055;4702828.50000
25;15;15;2;1060;4784492.00000
25;15;15;4;1068;4878012.00000
25;15;15;5;1071;4902842.50000
25;15;25;1;1054;4730284.50000
25;15;25;2;1058;4787139.50000
25;15;25;4;1067;4894490.00000
25;15;25;5;1071;4917559.50000
25;15;35;1;1051;4672535.50000
25;15;35;2;1057;4781775.50000
25;15;35;4;1067;4897039.50000
25;15;35;5;1071;4929178.50000
25;25;1;1;1049;4694352.50000
25;25;1;2;1056;4753754.50000
25;25;1;4;1066;4808375.50000
25;25;1;5;1068;4832887.50000
25;25;15;1;1054;4642221.50000
25;25;15;2;1059;4750270.50000
25;25;15;4;1066;4828372.50000
25;25;15;5;1071;4856338.00000
25;25;25;1;1055;4699756.00000
25;25;25;2;1060;4794438.00000
25;25;25;4;1067;4872192.00000
25;25;25;5;1070;4887370.50000
25;25;35;1;1054;4697125.50000
25;25;35;2;1058;4769003.00000
25;25;35;4;1069;4899607.50000
25;25;35;5;1070;4908728.50000
25;35;1;1;1052;4746594.50000
25;35;1;2;1056;4775865.50000
25;35;1;4;1067;4845296.50000
25;35;1;5;1069;4872526.50000
25;35;15;1;1054;4645688.00000
25;35;15;2;1059;4720341.50000
25;35;15;4;1067;4819455.50000
25;35;15;5;1071;4826512.50000
25;35;25;1;1054;4678711.50000
25;35;25;2;1060;4764281.50000
25;35;25;4;1068;4848513.50000
25;35;25;5;1069;4836424.00000
25;35;35;1;1055;4701362.50000
25;35;35;2;1061;4772112.00000
25;35;35;4;1069;4845943.50000
25;35;35;5;1069;4880106.50000
35;1;1;1;1072;4836571.50000
35;1;1;2;1076;4873015.00000
35;1;1;4;1080;4932124.50000
35;1;1;5;1083;4969579.50000
35;1;15;1;1050;4662401.00000
35;1;15;2;1056;4756434.50000
35;1;15;4;1067;4904446.50000
35;1;15;5;1067;4907713.50000
35;1;25;1;1049;4650985.00000
35;1;25;2;1053;4724300.00000
35;1;25;4;1064;4870286.50000
35;1;25;5;1067;4897290.00000
35;1;35;1;1048;4630578.00000
35;1;35;2;1054;4732805.00000
35;1;35;4;1065;4872061.50000
35;1;35;5;1066;4891440.50000
35;15;1;1;1053;4693243.00000
35;15;1;2;1057;4725673.00000
35;15;1;4;1065;4811554.00000
35;15;1;5;1067;4836274.50000
35;15;15;1;1055;4692576.00000
35;15;15;2;1060;4772950.00000
35;15;15;4;1069;4862960.00000
35;15;15;5;1071;4879314.00000
35;15;25;1;1054;4705820.50000
35;15;25;2;1059;4794968.50000
35;15;25;4;1067;4899817.50000
35;15;25;5;1070;4919605.00000
35;15;35;1;1053;4702342.00000
35;15;35;2;1058;4794076.00000
35;15;35;4;1066;4883879.50000
35;15;35;5;1070;4948720.00000
35;25;1;1;1051;4730432.50000
35;25;1;2;1057;4763717.00000
35;25;1;4;1064;4797372.00000
35;25;1;5;1070;4861522.00000
35;25;15;1;1055;4659994.00000
35;25;15;2;1060;4734827.00000
35;25;15;4;1068;4833172.00000
35;25;15;5;1070;4818294.50000
35;25;25;1;1055;4711185.50000
35;25;25;2;1060;4769149.00000
35;25;25;4;1068;4880364.00000
35;25;25;5;1071;4873389.50000
35;25;35;1;1054;4706110.50000
35;25;35;2;1060;4799631.00000
35;25;35;4;1068;4889701.50000
35;25;35;5;1070;4887797.00000
35;35;1;1;1050;4728382.50000
35;35;1;2;1056;4789036.50000
35;35;1;4;1065;4846703.00000
35;35;1;5;1069;4885571.50000
35;35;15;1;1054;4630813.50000
35;35;15;2;1059;4717271.00000
35;35;15;4;1069;4818283.50000
35;35;15;5;1069;4847165.00000
35;35;25;1;1054;4672447.00000
35;35;25;2;1060;4758412.00000
35;35;25;4;1069;4842176.00000
35;35;25;5;1070;4850975.50000
35;35;35;1;1054;4691722.00000
35;35;35;2;1061;4803787.50000
35;35;35;4;1067;4860567.00000
35;35;35;5;1072;4910662.00000
